Options in 'main-linux-arm64' (PKG/CArchive):
 pyi-contents-directory _internal
Contents of 'main-linux-arm64' (PKG/CArchive):
 position, length, uncompressed_length, is_compressed, typecode, name
 365559814, 805, 2395, 1, 'x', 'playwright/driver/package/lib/utils/isomorphic/colors.js'
 365560619, 2523, 9239, 1, 'x', 'playwright/driver/package/lib/utils/isomorphic/cssParser.js'
 365563142, 4762, 26850, 1, 'x', 'playwright/driver/package/lib/utils/isomorphic/cssTokenizer.js'
 365567904, 718, 1895, 1, 'x', 'playwright/driver/package/lib/utils/isomorphic/headers.js'
 365568622, 4175, 25915, 1, 'x', 'playwright/driver/package/lib/utils/isomorphic/locatorGenerators.js'
 365572797, 2706, 9681, 1, 'x', 'playwright/driver/package/lib/utils/isomorphic/locatorParser.js'
 365575503, 995, 3503, 1, 'x', 'playwright/driver/package/lib/utils/isomorphic/locatorUtils.js'
 365576498, 1148, 3402, 1, 'x', 'playwright/driver/package/lib/utils/isomorphic/manualPromise.js'
 365577646, 3617, 15289, 1, 'x', 'playwright/driver/package/lib/utils/isomorphic/mimeType.js'
 365581263, 754, 2095, 1, 'x', 'playwright/driver/package/lib/utils/isomorphic/multimap.js'
 365582017, 984, 2810, 1, 'x', 'playwright/driver/package/lib/utils/isomorphic/protocolFormatter.js'
 365583001, 3819, 23710, 1, 'x', 'playwright/driver/package/lib/utils/isomorphic/protocolMetainfo.js'
 365586820, 621, 1521, 1, 'x', 'playwright/driver/package/lib/utils/isomorphic/rtti.js'
 365587441, 3656, 14046, 1, 'x', 'playwright/driver/package/lib/utils/isomorphic/selectorParser.js'
 365591097, 652, 1598, 1, 'x', 'playwright/driver/package/lib/utils/isomorphic/semaphore.js'
 365591749, 1785, 5326, 1, 'x', 'playwright/driver/package/lib/utils/isomorphic/stackTrace.js'
 365593534, 1775, 5492, 1, 'x', 'playwright/driver/package/lib/utils/isomorphic/stringUtils.js'
 365595309, 673, 1759, 1, 'x', 'playwright/driver/package/lib/utils/isomorphic/time.js'
 365595982, 955, 2516, 1, 'x', 'playwright/driver/package/lib/utils/isomorphic/timeoutRunner.js'
 365596937, 854, 2175, 1, 'x', 'playwright/driver/package/lib/utils/isomorphic/traceUtils.js'
 365597791, 356, 741, 1, 'x', 'playwright/driver/package/lib/utils/isomorphic/types.js'
 365598147, 1955, 6031, 1, 'x', 'playwright/driver/package/lib/utils/isomorphic/urlMatch.js'
 365600102, 2200, 7923, 1, 'x', 'playwright/driver/package/lib/utils/isomorphic/utilityScriptSerializers.js'
 365602302, 1024, 3340, 1, 'x', 'playwright/driver/package/lib/utilsBundle.js'
 365603326, 145493, 468466, 1, 'x', 'playwright/driver/package/lib/utilsBundleImpl/index.js'
 365748819, 174794, 461052, 1, 'x', 'playwright/driver/package/lib/vite/htmlReport/index.html'
 365923613, 1557, 6012, 1, 'x', 'playwright/driver/package/lib/vite/recorder/assets/codeMirrorModule-C3UTv-Ge.css'
 365925170, 96173, 293144, 1, 'x', 'playwright/driver/package/lib/vite/recorder/assets/codeMirrorModule-DzQ0k89p.js'
 366021343, 43953, 80340, 1, 'x', 'playwright/driver/package/lib/vite/recorder/assets/codicon-DCmgc-ay.ttf'
 366065296, 15004, 92187, 1, 'x', 'playwright/driver/package/lib/vite/recorder/assets/index-CI4HQ-Zb.css'
 366080300, 97181, 312072, 1, 'x', 'playwright/driver/package/lib/vite/recorder/assets/index-D7C7daHH.js'
 366177481, 645, 1078, 1, 'x', 'playwright/driver/package/lib/vite/recorder/index.html'
 366178126, 2105, 5033, 1, 'x', 'playwright/driver/package/lib/vite/recorder/playwright-logo.svg'
 366180231, 96181, 293158, 1, 'x', 'playwright/driver/package/lib/vite/traceViewer/assets/codeMirrorModule-CEFqZ5b3.js'
 366276412, 170423, 574017, 1, 'x', 'playwright/driver/package/lib/vite/traceViewer/assets/defaultSettingsView-BA25Usqk.js'
 366446835, 69730, 283876, 1, 'x', 'playwright/driver/package/lib/vite/traceViewer/assets/xtermModule-BoAIEibi.js'
 366516565, 1557, 6012, 1, 'x', 'playwright/driver/package/lib/vite/traceViewer/codeMirrorModule.C3UTv-Ge.css'
 366518122, 43953, 80340, 1, 'x', 'playwright/driver/package/lib/vite/traceViewer/codicon.DCmgc-ay.ttf'
 366562075, 18178, 109128, 1, 'x', 'playwright/driver/package/lib/vite/traceViewer/defaultSettingsView.DVJHpiGt.css'
 366580253, 667, 1742, 1, 'x', 'playwright/driver/package/lib/vite/traceViewer/index.BFsek2M6.css'
 366580920, 3130, 7910, 1, 'x', 'playwright/driver/package/lib/vite/traceViewer/index.CheexZ4_.js'
 366584050, 1008, 2261, 1, 'x', 'playwright/driver/package/lib/vite/traceViewer/index.html'
 366585058, 2105, 5033, 1, 'x', 'playwright/driver/package/lib/vite/traceViewer/playwright-logo.svg'
 366587163, 411, 799, 1, 'x', 'playwright/driver/package/lib/vite/traceViewer/snapshot.html'
 366587574, 32556, 93551, 1, 'x', 'playwright/driver/package/lib/vite/traceViewer/sw.bundle.js'
 366620130, 8877, 59968, 1, 'x', 'playwright/driver/package/lib/vite/traceViewer/uiMode.BatfzHMG.css'
 366629007, 12023, 35095, 1, 'x', 'playwright/driver/package/lib/vite/traceViewer/uiMode.Dy4dnPNW.js'
 366641030, 354, 647, 1, 'x', 'playwright/driver/package/lib/vite/traceViewer/uiMode.html'
 366641384, 1606, 3971, 1, 'x', 'playwright/driver/package/lib/vite/traceViewer/xtermModule.Beg8tuEN.css'
 366642990, 525, 1242, 1, 'x', 'playwright/driver/package/lib/zipBundle.js'
 366643515, 18871, 54340, 1, 'x', 'playwright/driver/package/lib/zipBundleImpl.js'
 366662386, 520, 1569, 1, 'x', 'playwright/driver/package/package.json'
 366662906, 11710, 83815, 1, 'x', 'playwright/driver/package/protocol.yml'
 366674616, 146678, 744086, 1, 'x', 'playwright/driver/package/types/protocol.d.ts'
 366821294, 862, 2103, 1, 'x', 'playwright/driver/package/types/structs.d.ts'
 366822156, 146147, 943546, 1, 'x', 'playwright/driver/package/types/types.d.ts'
 366968303, 8, 0, 1, 'x', 'playwright/py.typed'
 366968311, 1700, 5524, 1, 'x', 'playwright/sync_api/__init__.py'
 366970011, 1370, 3643, 1, 'x', 'playwright/sync_api/_context_manager.py'
 366971381, 124849, 842693, 1, 'x', 'playwright/sync_api/_generated.py'
 367096230, 2807909, 2807909, 0, 'z', 'PYZ.pyz'
